ngram,count
蹈,1201
奏,1201
國王,1201
人喺,1201
啟用,1201
嘅熱,1201
嘅東,1201
符號,1200
陵,1199
細路,1198
改變,1198
就可以,1198
須,1195
礎,1195
身體,1195
國同,1194
規模,1192
變化,1192
舞蹈,1191
咗佢,1191
缺,1190
南面,1190
完成,1190
會係,1190
足球代表隊,1189
老婆,1188
學者,1188
沙田,1187
瓦,1186
嘅經,1186
本身,1186
部嘅,1185
芳,1184
選區,1183
營運,1183
т,1182
嘅基,1182
協會,1182
取代,1180
動作,1180
紀錄,1179
係廣州,1179
苗,1178
答,1178
成一,1178
部門,1178
出入口,1178
小姐,1177
舉辦,1177
作人,1176
嘅第一,1175
軸,1174
芝,1174
亦可以,1174
點樣,1173
資源,1173
迴,1172
分別係,1172
擎,1171
巡,1171
總部,1171
尚,1170
с,1170
凈,1169
嘅上,1169
基礎,1169
棋,1168
穩,1168
作用,1168
分為,1167
仲有,1167
鳳,1166
獅,1166
響度,1166
匹,1165
要用,1165
故事,1162
製作嘅,1162
朋,1161
隻歌,1161
係西,1161
驚,1160
郎,1160
輸入,1160
又有,1160
琴,1159
爵,1158
諸,1158
變數,1158
嘅事,1158
群島,1158
願,1157
應用,1157
時係,1157
乳,1156
嗰邊,1156
十五,1156
項目,1155
網站,1154
天文,1153
嚿,1152
廉,1152
上係,1152
替,1151
道嘅,1151
進入,1151
嗰啲,1150
桂,1149
超級,1149
貿,1145
係好,1145
跑,1144
賢,1144
嶺南,1144
最後一,1144
羽,1143
美洲,1143
起嘅,1143
方案,1143
自動,1142
巴西,1142
嚴重,1142
濱海,1140
漫畫,1140
в,1138
年上,1138
最早,1137
嘅廣,1137
港鐵,1137
增加,1137
前嘅,1136
樂隊,1135
統一,1131
引擎,1131
改名做,1131
既,1130
享,1130
關注,1130
喺第,1130
膠,1129
價值,1128
勁,1125
有大,1125
表現,1125
高速,1124
芭蕾舞,1123
珍,1122
地理,1122
原子,1121
專業,1121
維基,1121
西邊,1120
黃金,1119
距離,1119
脫,1118
訴,1118
浦,1116
召,1116
統計,1116
嘅主要,1116
蔡,1114
雕,1113
動畫,1113
攞咗,1112
嘅一條,1112
敵,1111
為止,1110
新加坡,1110
荷蘭,1109
十六,1109
元朗,1109
忠,1108
經營,1108
一個人,1108
香港島,1108
一九,1106
有三,1105
到一,1105
數係,1104
圖書館,1103
係最,1102
嘅音,1100
洞,1098
抽,1097
萄,1095
爆發,1095
逢禮拜,1095
嘅情況,1094
暗,1093
報告,1092
統嘅,1092
係南,1091
瓜,1088
涉及,1088
嘅西,1087
所謂,1087
嘢食,1086
規定,1086
嘅香港,1086
儲,1085
開通,1085
重係,1085
文嘅,1085
純,1084
卷,1084
喺佢,1084
大部分,1084
國會,1082
類似,1081
嘅重,1081
金曲,1080
呢兩,1080
司職後衞,1080
午,1079
凱,1079
高等,1079
咗呢,1079
就叫,1079
個字,1079
達到,1078
人用,1078
阿媽,1077
好多人,1077
譬,1076
註,1074
嘅海,1074
會選舉,1074
徽,1073
响,1073
祥,1073
駁,1073
來嘅,1073
對應,1073
一日,1073
准,1072
解釋,1072
灰,1071
國喺,1071
遊樂場,1070
蘇聯,1069
社區,1069
因為佢,1068
遍,1067
荃灣,1067
係大韓民國嘅一個,1067
莉,1066
個大,1066
搵到,1066
多嘅,1064
法院,1064
知道,1063
兄,1062
嘅物,1061
嘅演,1061
芬,1060
教會,1060
女演員,1060
戴,1059
通車,1059
脈,1057
運輸,1057
而唔,1057
分類,1057
運動會,1057
表達,1056
結束,1055
卑,1053
年同,1053
第五,1053
監製,1052
灘,1051
個鐘,1051
譬如,1051
地位,1051
行政區,1051
書院,1050
精神,1050
隱,1049
嘅南,1049
л,1044
型嘅,1044
年由,1043
來自,1042
一共有,1041
埋一齊,1041
慈,1040
綱,1040
個國,1040
壽,1039
肯,1039
錫,1038
個數,1038
以有,1038
喺南,1038
餅,1036
熊,1034
係指一,1034
敘,1033
迫,1032
呢套,1032
珠江,1031
決賽,1029
個時,1029
三年,1029
嘅女,1029
伸,1027
掂,1027
車道,1027
遷,1026
顏,1026
幼,1026
熙,1026
嶼,1025
郁,1025
浩,1024
郊,1024
怡,1024
十四,1024
藤,1023
倒,1023
佢有,1023
有唔少,1023
日嘅,1022
簡介,1021
同香港,1020
喇,1019
證明,1019
速度,1019
慮,1018
經常,1018
誕,1017
隨住,1017
廣西,1017
統治,1016
取消,1015
屯門,1015
天主教,1015
而佢,1014
投資,1014
俊,1013
淘,1013
裂,1013
係太,1013
多次,1013
而成,1013
都喺,1012
當選,1012
喺美國,1012
劍,1011
基督教,1011
殊,1010
上有,1010
選擇,1010
示威,1010
淡,1009
太平洋,1009
類嘅,1008
離開,1008
賭,1007
才,1006
條件,1006
團體,1006
兩邊,1006
做法,1002
係噉,1002
唔使,1002
捕,1001
娜,1001
長嘅,1000
畫嘅,1000
現咗,1000
式嘅,1000
白雲,1000
嘅研究,1000
出嚟嘅,1000
二年,999
咪,998
鹽,998
莎,998
宣傳,998
譽,996
區同,996
製造,996
夜晚,995
關於,995
乙,994
連續,993
可以喺,993
係全,991
嘅高,991
捉,990
戀,990
過一,990
立咗,990
中有,989
啡,987
西洋,987
鹿,986
厄爾,986
作出,986
三角,986
住喺,986
甸,985
愈,985
動嘅,985
差唔多,985
燕,983
到東,983
用來,982
中環,982
衡,981
方嘅,981
嘅動,981
祠,980
排第,978
課程,977
棄,976
盡,975
東邊,975
愛爾蘭,975
亮,974
個案,974
下係,974
後尾,974
生意,974
朋友,974
貓,973
笑,973
生命,973
公眾,973
些,972
崇,972
桃,972
緒,971
郵,971
鼠,971
冊,971
咗之後,971
敬,970
刑,970
導致,970
政黨,969
話佢,969
奉,968
首次,968
經過嘅道路,968
而係,967
洗,966
兩條,965
陶,964
嘅一間,962
係香港電視,962
思想,961
例如係,961
成績,960
奧運,960
順序,959
模擬,959
為一,959
嘅關係,959
晨,958
改革,958
場嘅,958
к,957
經已,957
區係,957
分做,957
員同,956
一百,956
患,955
物種,955
過咗,954
障,953
帶嘅,953
嘅結,953
結婚,953
籃,952
個係,952
衰,951
蒙古,951
話係,951
地面,951
首歌,951
住宅,951
兩種,950
西方,950
觸,949
／,949
商場,949
振,948
嘅問題,948
緣,947
東面,947
出口,947
大戰,946
侯,945
磁,945
撞,945
站廳,945
嘅同,944
下一,943
最初,943
係唐,942
香港人,942
閉,941
劇集,941
阻,940
嘅位,940
時會,940
喺嗰,940
採用,940
想像,940
程度,939
氣候,938
揚,937
創立,937
南海,937
係一部,937
跌,936
大樓,936
號嘅,936
好嘅,936
卓,935
道同,935
古代,935
雙向,934
間公,934
奪,933
估計,933
作者,933
將會,933
兒童,933
睇到,933
斯特,932
做主,932
呢一,931
經濟學,931
國政府,931
魏,930
文名,930
安排,930
力嘅,930
彭,929
它,929
幾多,929
民主黨,929
遞,928
逃,928
炮,928
貼,928
維持,927
鎖,926
重要嘅,926
免費,925
界嘅,923
地區嘅,923
年香港,923
設立,922
中國共產黨,922
咸,921
唔夠,921
東西,921
非洲,921
一場,921
裔,920
要喺,920
嘅國家,920
孔,919
單車,919
佛教,918
嘅英,918
殿,917
政治人,917
佢就,916
中國嘅,916
遜,915
猛,915
改編,915
物理學,915
鋼,914
譚,914
年創,914
外嘅,914
建設,914
截,913
寫嘅,913
有兩個,913
獵,912
損,911
火車,910
內地,910
攻擊,910
外國,909
內嘅,908
乜嘢,908
神經細胞,908
公民,907
目標,906
唔再,906
喺呢個,906
倉,905
液,905
靚,905
書記,905
改成,905
應嘅,905
武漢肺炎,905
數量,904
軟件,904
命名,904
凌,903
總站,903
就唔,903
意思係,903
談,901
穆,901
民間,901
訊號,901
年在位,901
年出道,901
罰,900
籌,900
樣嘅,900
奴,899
天皇,899
家庭,899
重可以,899
災,898
物質,898
頁,897
家族,897
得好,895
量嘅,895
喺同,894
業務,894
總理,894
尤其係,894
成咗,893
現時,893
揮,892
係無,892
現場,892
綜合,892
有唔同,892
喺廣州,892
還,891
描述,891
就算,891
滑,890
件事,890
發佈,890
穩定,888
考慮,888
耀,887
騎,887
警方,887
嘅首,887
者係,887
收錄,887
麵,885
山東,885
集中,884
前身,884
嘅水,884
演算法,884
薄,883
猶,883
每一,882
講嘅,881
本地,881
目嘅,881
民政府,881
候選人,881
國民黨,880
移民,879
政權,879
私人,879
係中國廣東廣州嘅,879
伍,878
原先,877
灣區,877
嘅形,877
美國嘅,877
逐漸,876
唐字,876
者嘅,876
浙,875
凡,875
都冇,875
否,874
青年,874
模特兒,874
捷,872
扮,872
都要,872
單曲,872
河南,872
一大,872
條例,872
涯,871
係澳,871
法係,870
賽事,870
令佢,870
福建,870
土地,869
掛,868
碳,868
車身,868
電話,868
又叫做,868
污,867
喺西,867
老豆,867
博物館,867
д,866
診,866
尋,865
起源,865
著名,865
溝,864
孝,864
什,864
潔,862
柴,862
兄弟,862
文物,862
並唔,862
改咗,862
西面,862
有得,861
柞,860
邊從,860
發明,860
生咗,860
通常係,860
晶,859
氧化,859
即係話,859
銜,858
少年,858
喬,857
討論,857
咗去,857
形容,857
寫做,856
嘅一部,856
而家係,856
刀,855
必須,855
汽車,855
紅色,855
常見嘅,855
埠,854
長沙,854
呂,853
第啲,852
古典,852
黨嘅,851
因素,851
嘅前,851
嘴,850
執行,850
平台,850
嘅作品,850
年佢,849
袖,848
包含,848
運算,848
大橋,848
沖,847
循,847
咀,847
嘅總,847
躍,846
潛,845
辛,845
月開,845
就要,845
土耳其,845
就好,844
係當,844
高級,844
町,843
鵝,843
係要,843
天河,843
呢個名,843
毫,842
挑,842
嘅兩,842
為中,842
係臺灣,842
鹹,841
甜,840
霸,840
改為,840
重慶,840
係人,839
等地,839
工人,839
軍隊,839
普通話,839
困,838
五十,838
葡萄牙,838
牧,837
唔好,837
世界盃,837
欄,836
疆,836
煮,836
嘅天,836
議院,836
伊斯蘭,836
要有,835
嘅遊,835
解決,835
出來,835
沙藍特,835
站係,834
賞,833
涅,833
卦,833
阿爸,833
觀塘,833
係香港嘅,833
類型,832
變咗,832
姆,831
建築物,831
禺,830
海軍,830
赫,829
死亡,829
喺英,829
而出,829
黃埔,829
親王,829
洲嘅,828
把,827
礦,827
違,827
滾,827
貫,827
月初,827
另一個,827
撤,826
嘅三,826
長期,826
鄰,825
扶,825
慣,825
內部,825
籠,824
申請,824
待,823
付,823
掌,823
係馬,823
未有,823
物體,823
醫學,823
司職前鋒,823
足球聯賽,823
男演員,822
嗰陣時,822
第二次,822
浸,821
病毒,821
菲律賓,821
婦,820
插,820
厚,820
好少,820
生涯,820
注意,820
孟,819
講法,819
倍,818
伙,818
周圍,818
貿易,818
個島,818
屬下,818
交易,818
記錄,816
提名,816
多種,816
嘅影響,816
並喺,815
建議,814
方言,814
發出,814
去咗,814
搜,813
賀,813
恢,813
普遍,813
時都,813
海外,813
但佢,813
教授,813
嘅車站,813
向東,812
嘅方法,812
樂製作,812
剛,811
殘,811
落去,811
房屋,811
嘅有,811
係日本嘅一個男藝人同埋演員,811
有機,810
可以指,810
狼,809
祝,809
保留,808
憲法,808
情況下,808
湖南衛視,808
穌,807
金屬,807
假設,806
限制,806
金融,806
科嘅,805
英文叫,805
亦叫,804
耶穌,804
傳說,804
係黃曆,804
鍵,803
東方,803
王朝,803
共同,803
少數,803
到而家,803
叫佢,802
女人,802
年後,802
阿拉伯,802
翡,801
認知,801
明顯,801
網民,801
帕,800
廣泛,800
怪,799
繞,799
外交,799
大家,799
臨時,799
江蘇,799
亞嘅,799
足球會,799
冚,798
浙江,798
部隊,798
公司嘅,798
籬,797
係將,797
嘅小,797
接近,797
位置喺埃納,797
呈,796
屋苑,796
係中國廣東省廣州市,796
戈,795
餐廳,795
人係,795
月嘅,795
過去,794
基金,794
噉樣,794
主張,793
性質,792
嘅日,792
山大,792
汗,791
線嘅,791
後生,791
城區,791
又係,790
先生,790
條線,790
稱呼,789
英格蘭,789
弱,788
珊,788
四年,788
生平,788
材料,788
主任,788
科學家,788
舒,787
旁,787
記載,787
嘅部,787
幾年,786
秒,785
再次,785
年第,785
恢復,785
係呢,785
王國,784
十九,783
亦會,783
計算,783
通道,783
為香港,783
塑,782
謀,782
其它,781
具有,781
灣仔,781
首相,781
潘,780
汰,780
邀,780
指出,780
重喺,780
年入,780
香港中,780
民主派,780
同樣,779
有成,779
級市,779
籃球,778
模式,778
分開,778
日報,777
階段,777
係世界,777
抵,776
出一,776
現嘅,776
盧華,776
可以用嚟,776
撈,775
剩,775
運作,775
番禺,775
係東,775
容易,775
征,773
世紀初,773
覆,772
南韓,772
嘅時間,772
閘,771
揸,771
係新,771
世界上,771
嘅意思,771
讓,770
閏年,770
其後,770
對手,770
嘅過程,770
香港大,770
係中國大陸,770
皆,769
清朝,769
行政上歸,769
嘅外,768
身係,768
阪,767
做嘅,767
權力,767
合約,767
太空,766
同廣,766
嘅城,766
本土,766
表面,765
為呢,765
一部份,765
旦,764
健康,764
淘汰,764
一班,764
係中華人民共和國,764
潭,763
們,763
折,763
觀察,763
用呢,763
嘅內,763
到好,762
入邊,762
遊行,761
同電,761
消防,761
拖,760
嘅民,760
同人,760
仗,759
尺,759
炒,759
紐約,759
一嘅,759
人就,759
嘅開,758
下晝,758
國時,758
特定,757
由香港,757
墓,756
翰,756
破壞,756
裏頭,756
當時嘅,756
忌,755
總督,755
年起好,755
感染,754
到呢,754
聯合國,754
喺日本,754
啦,753
女性,753
嘅山,752
全名,752
資格,751
力量,751
昆,750
羣,750
用喺,750
隊嘅,750
後佢,750
人會,750
演變,750
字嘅,749
部長,749
咁多,749
辦嘅,749
頒獎,748
痛,747
蝦,747
參賽,747
喺東,747
會出,747
嘅表,747
嘅細,747
數碼,747
可能會,747
軒,746
大城,746
開辦,746
家喺,745
翻譯,745
偶,744
玻,744
吸引,744
汁,743
凍,743
之後就,743
鴨,742
印尼,742
嘅長,742
基於,742
大部份,742
趣,741
咖,741
每日,741
無論,741
時亦,741
區入面,741
蹟,740
袋,740
殼,740
反映,740
馮,739
蒸,739
斑,739
齡,739
紋,739
一張,739
業嘅,739
一部分,739
默,738
巧,738
緬,738
嘅路,738
出任,738
話嘅,738
喺亞,738
嘅傳,738
人數,738
亦都係,738
填詞,737
工具,737
做到,737
頭一,737
加粗嘅字係主幹道,736
屏,735
壁,735
引入,735
生喺,735
遭,734
加埋,734
昭,733
係地,733
一度,733
持續,732
名單,732
演藝,731
五年,731
會將,731
俠,730
二月,730
嘅神,730
星加坡,730
涼,729
地產,729
蛇,728
海峽,728
撒,727
跡,727
四大,727
當年,727
搖,726
嘅變,726
咗中,725
整嘅,725
鴻,724
勵,724
幾乎,724
稅,723
四十,723
入去,723
爺,722
伴,722
梨,722
葛,722
壯,722
嘅設,722
歌唱,722
過佢,722
最出名,722
蔣,721
鶴,721
刺激,721
年時,721
雜誌,721
能量,721
中國人,721
厘,720
一到,720
區一,720
以外,720
由一,720
輸出,720
喺北京,720
陷,719
簡歷,719
視覺,719
嘅音樂,719
苦,718
地名,718
年前,718
喺新界,718
м,717
雲南,717
嘅教,717
咗第,717
身嘅,717
好快,717
浮,716
確定,716
將呢,715
係北,715
包括咗,715
怖,714
漁,714
分子,714
菌,713
嘅運,713
年中,713
準備,713
柯,712
畀佢,712
飾演,712
子嘅,712
詠,711
編劇,711
京都,711
嘅資訊,711
維基百科,711
寬,710
叉,710
大阪,710
嘅理,710
恐怖,710
文章,710
複雜,710
拎,709
議席,709
醫療,709
嘢嘅,709
朝早,709
西貢,709
白色,709
西部,709
人叫,708
號發,708
車嘅,708
緊嘅,708
宙,707
細佬,707
占,706
冧,706
網球,706
亨,705
遼,705
同國,705
出席,704
人大,704
六十,704
當局,704
教學,704
年年,704
上一,704
受歡迎,704
兆,703
過呢,703
間有,703
搶,702
繼承,702
定係,702
終年,702
時有,702
以嚟,702
越秀區,702
出自,701
皇后,701
一代,701
主持人,701
重建,700
縣一,700
啲嘢,700
法嘅,700
一名,700
訪問,700
製作人,700
龐,699
結合,699
宣布,699
收費區,699
嘅老,698
語嘅,698
一件,698
東路,698
嘅現,698
四川,698
特殊,698
樣嘢,697
海拔,697
箭,696
譜,696
嘅出,696
量度,696
個位,696
門嘅,696
又譯,696
承認,696
鯨,695
嘗,695
同日,695
上下,695
南方,695
贊,694
游水,694
比亞,694
到大,694
主題曲,694
國際機場,694
姬,693
у,693
物件,693
設施有,693
僅,692
中部,692
第六,692
任務,692
翡翠台,692
斗,691
十七,691
斯卡,691
首播,691
運動員,691
女歌手,691
嘅語言,691
泊,690
州一,690
係為,690
體育館,690
一條馬路,690
係香港女,690
奈,689
東南亞,689
彼,688
誠,688
競選,688
突然,688
科幻,688
拍攝,687
彥,686
家都,686
部電,686
肥,685
賴,685
盈,685
解放,685
係得,685
同西,685
節目主持,685
蝶,684
展覽,684
生態,684
辦公,684
文明,684
嘅市,684
個體,684
國係介紹,684
勇,683
係套,683
喺越,683
漢字,683
嘅行為,683
個國家,683
廿一世紀,683
排名,682
由中,682
咗大,682
高度,682
喺海,682
三大,682
隔籬,682
漢語,681
試過,681
都市,681
隸,680
慢慢,679
攞嚟,679
騷,678
埃及,678
未來,678
猶太,678
全世界,678
裕,677
諧,677
用戶,677
消費,677
正式開,677
可以做,677
這,676
落成,676
沒,675
墟,675
嘅選,675
公佈,675
到中,675
即刻,675
收到,675
來源,675
屍,674
箱,674
綫嘅,674
同中國,674
崎,673
蘿,673
斜,673
事業,673
官員,673
事實,673
嘅馬,673
嘅男,673
中國國,673
碑,672
本來,672
市長,672
有用,672
分成,672
符合,672
轉車,672
加咗,672
係古,672
香港特,672
隋,671
質量,671
男人,671
同第,670
經典,670
曾經係,670
之後嘅,670
公元前,670
葬,669
基地,669
島嘅,669
和平,669
百萬,669
呢隻歌,669
位置喺黃金丘,669
吹,668
舞台,668
支援,668
佛山,668
一定要,668
月十,667
同意,666
特性,666
嘅平,666
讀書,666
棲,665
霍,665
年發,665
規則,665
嘅反,665
差異,664
從西,664
有效,664
喺沙,664
佢曾經,664
勤,663
年做,663
灣嘅,663
個省,663
主權,663
樖,662
五個,662
運會,662
攞過,662
站同,661
й,660
年有,660
平方米,660
沉,659
蘋,659
爾濱,659
播放,659
基斯,659
同一個,659
香港電影,659
讚,658
揭,658
武器,658
做嘢,658
可以睇,658
茂,657
就話,657
獸,656
玲,656
閩,656
現任,656
核心,656
行政長官,656
驅,655
蒂,655
裡,655
編號,655
進化,655
拓,654
桑,654
爛,654
失敗,654
名為,654
疾,653
杯,653
潤,653
袁,653
對方,653
係廣東,653
方程,652
若果,652
長江,652
嘅歷史,652
多數都,652
碧,651
頸,651
遺產,651
律師,651
樓係,651
僑,650
實行,650
江西,650
東部,650
人有,650
國第,650
賽嘅,650
傳播,650
考試,650
嘅比,650
又或者,650
義嘅,649
同名,649
但喺,649
用嚟做,649
遲,648
皇家,648
年尾,648
嘅加,648
直至,648
附近嘅,648
返嚟,647
海岸,647
定律,647
競爭,647
不斷,647
挑戰,647
咗喺,647
平時,647
年嘅美國,647
上最,646
套劇,646
得出,646
人一,646
係咁,646
寫成,646
劑,645
伐,645
脊,645
醬,645
髮,645
發動,645
減少,645
實係,645
嘅北,645
行車,645
佢老,644
我哋,644
嘅專,644
唔畀,644
坪,643
列入,643
正常,643
位置喺阿列,643
勳,642
亭,642
偷,642
客運,642
埔區,642
一屆,642
青衣,642
批准,642
人話,641
保持,641
邊個,641
號舉行,641
欽,640
伏,640
做一,640
會響,640
舞蹈員,640
有可能,640
矩,639
家有,639
行人,639
場同,639
男子,639
此外,639
政府嘅,639
嘅單,638
都得,638
山嘅,638
咗一個,638
一系列,638
高速公路,638
嘗試,637
嘅規,637
顏色,637
係印,637
種類,637
喺德,637
嘅政治,637
大致,636
直播,636
係冇,636
分之,636
測試,636
近年,636
足球代表隊出場,636
窩,635
佩,635
廊,635
磡,635
面一,635
供應,635
研究者,635
品嘅,634
中最,634
嘅身,634
唱碟,634
努,633
同新,633
後期,633
固定,633
波斯,633
樂壇,633
慕,632
恆星,632
嘅網,632
相同,632
咗兩,632
相信,632
現實,632
─,631
促,631
弈,631
亦喺,631
整咗,631
幫手,631
搬到,631
嘅工作,631
辣,630
琳,630
嘅功,630
主辦,630
貨幣,630
電子遊戲,630
添,629
台嘅,629
董事,629
狀況,629
指定,629
大堂,629
拒,628
撐,628
全面,628
執政,628
佢響,628
有多,628
搞咗,627
原則,627
機嘅,627
年底,627
仰,626
至於,626
一邊,626
大明,626
蘋果,626
機關,626
心理學,626
年上畫嘅,626
領袖,625
文同,625
度係,625
嘅建築,625
喺天,624
飛行,624
新城,624
拉斯,624
博弈,624
一直向,624
交流,623
綠色,623
嘅年,623
玄,622
針對,622
首先,622
路口,622
嘅古,622
地底,622
將軍澳,622
я,621
客家,621
加盟,621
會議員,621
濃,620
君主,620
同南,620
所以佢,620
嘅商,619
者有,619
好有,619
同東,619
原本係,619
嘅中國,619
肌,618
嘅科,618
國立,618
嘅心,618
聖經,618
治療,618
已經有,618
妮,617
貞,617
上市,617
前後,617
電車,617
屋邨,617
係香港無綫電視,617
呎,616
祭,616
屈,616
璃,616
面都,616
咁樣,616
設備,616
頭嘅,616
阿爾卑斯,616
南嘅,615
蕭,614
決策,614
同學,614
獎最佳,614
嘅發展,614
有其,613
低嘅,613
佔領,613
種嘅,613
退出,613
效果,613
嘅角色,613
喺九龍,613
禾,612
如下,612
嘅節,612
嘅相,612
冇乜,612
對外,612
藝人同埋歌手,612
一點,611
細嘅,611
場地,611
員嘅,611
到第,611
嘅第二,611
鼻,610
大臣,610
需求,610
民眾,610
到香港,610
看,609
旺角,609
算係,609
個樣,609
主演係,609
位嘅,608
墨西哥,608
路嘅交界,608
肚,607
到北,607
相反,607
康樂,607
位置喺布禮斯大區嘅,607
宏,606
嘅領,606
敘述,606
聲音,606
博士,606
西路,606
比例,605
嘅後,605
工廠,605
說明,605
之後喺,605
